
INSTRUMENT1,15-Apr-1997,3.2203
INSTRUMENT1,16-Apr-1997,3.246
INSTRUMENT1,17-Apr-1997,3.246
INSTRUMENT1,18-Apr-1997,3.2405
INSTRUMENT1,21-Apr-1997,3.2245
INSTRUMENT1,22-Apr-1997,3.2345
INSTRUMENT1,23-Apr-1997,3.2407
INSTRUMENT1,24-Apr-1997,3.2497
INSTRUMENT1,25-Apr-1997,3.248
INSTRUMENT1,28-Apr-1997,3.262
INSTRUMENT1,29-Apr-1997,3.2621
INSTRUMENT1,30-Apr-1997,3.2621
INSTRUMENT1,01-May-1997,3.262
INSTRUMENT1,02-May-1997,3.262
INSTRUMENT1,05-May-1997,3.2636
INSTRUMENT1,06-May-1997,3.266
INSTRUMENT1,07-May-1997,3.2592
INSTRUMENT1,08-May-1997,3.2543
INSTRUMENT1,09-May-1997,3.2543
INSTRUMENT1,12-May-1997,3.2415
INSTRUMENT1,13-May-1997,3.2415
INSTRUMENT1,14-May-1997,3.2535
INSTRUMENT1,15-May-1997,3.2412
INSTRUMENT1,16-May-1997,3.248
INSTRUMENT1,19-May-1997,3.255
INSTRUMENT1,20-May-1997,3.2495
INSTRUMENT1,21-May-1997,3.2445
INSTRUMENT1,22-May-1997,3.2
INSTRUMENT1,23-May-1997,3.21
INSTRUMENT1,26-May-1997,3.21
INSTRUMENT1,27-May-1997,3.233
INSTRUMENT1,28-May-1997,3.295
INSTRUMENT1,29-May-1997,3.2486
INSTRUMENT1,30-May-1997,3.2486
INSTRUMENT1,02-Jun-1997,3.21
INSTRUMENT1,03-Jun-1997,3.2178
INSTRUMENT1,04-Jun-1997,3.226
INSTRUMENT1,05-Jun-1997,3.2263
INSTRUMENT1,06-Jun-1997,3.23
INSTRUMENT1,09-Jun-1997,3.2165
INSTRUMENT1,10-Jun-1997,3.21
INSTRUMENT1,11-Jun-1997,3.211
INSTRUMENT1,12-Jun-1997,3.2335
INSTRUMENT1,13-Jun-1997,3.2389
INSTRUMENT1,16-Jun-1997,3.237
INSTRUMENT1,17-Jun-1997,3.2436
INSTRUMENT1,18-Jun-1997,3.2361
INSTRUMENT1,19-Jun-1997,3.2443
INSTRUMENT1,20-Jun-1997,3.2404
INSTRUMENT1,23-Jun-1997,3.2374
INSTRUMENT1,24-Jun-1997,3.2367
INSTRUMENT1,25-Jun-1997,3.2363
INSTRUMENT1,26-Jun-1997,3.254
INSTRUMENT1,27-Jun-1997,3.26
INSTRUMENT1,30-Jun-1997,3.283
INSTRUMENT1,01-Jul-1997,3.28
INSTRUMENT1,02-Jul-1997,3.283
INSTRUMENT1,03-Jul-1997,3.2968
INSTRUMENT1,04-Jul-1997,3.2968
INSTRUMENT1,07-Jul-1997,3.268
INSTRUMENT1,08-Jul-1997,3.268
INSTRUMENT1,09-Jul-1997,3.29
INSTRUMENT1,10-Jul-1997,3.29
INSTRUMENT1,11-Jul-1997,3.28
INSTRUMENT1,14-Jul-1997,3.3045
INSTRUMENT1,15-Jul-1997,3.38
INSTRUMENT1,16-Jul-1997,3.5
INSTRUMENT1,17-Jul-1997,3.47
INSTRUMENT1,18-Jul-1997,3.48
INSTRUMENT1,21-Jul-1997,3.465
INSTRUMENT1,22-Jul-1997,3.451
INSTRUMENT1,23-Jul-1997,3.44
INSTRUMENT1,24-Jul-1997,3.446
INSTRUMENT1,25-Jul-1997,3.4345
INSTRUMENT1,28-Jul-1997,3.465
INSTRUMENT1,29-Jul-1997,3.465
INSTRUMENT1,30-Jul-1997,3.4625
INSTRUMENT1,31-Jul-1997,3.46
INSTRUMENT1,01-Aug-1997,3.46
INSTRUMENT1,04-Aug-1997,3.469
INSTRUMENT1,05-Aug-1997,3.484
INSTRUMENT1,06-Aug-1997,3.5015
INSTRUMENT1,07-Aug-1997,3.508
INSTRUMENT1,08-Aug-1997,3.48
INSTRUMENT1,11-Aug-1997,3.48
INSTRUMENT1,12-Aug-1997,3.493
INSTRUMENT1,13-Aug-1997,3.476
INSTRUMENT1,14-Aug-1997,3.48
INSTRUMENT1,15-Aug-1997,3.483
INSTRUMENT1,18-Aug-1997,3.464
INSTRUMENT1,19-Aug-1997,3.464
INSTRUMENT1,20-Aug-1997,3.485
INSTRUMENT1,21-Aug-1997,3.498
INSTRUMENT1,22-Aug-1997,3.463
INSTRUMENT1,25-Aug-1997,3.4815
INSTRUMENT1,26-Aug-1997,3.4815
INSTRUMENT1,27-Aug-1997,3.461
INSTRUMENT1,28-Aug-1997,3.4855
INSTRUMENT1,29-Aug-1997,3.469
INSTRUMENT1,01-Sep-1997,3.469
INSTRUMENT1,02-Sep-1997,3.4965
INSTRUMENT1,03-Sep-1997,3.5035
INSTRUMENT1,04-Sep-1997,3.514
INSTRUMENT1,05-Sep-1997,3.511
